xe;ye;ze;alpha;beta;gamma
0.003607564;-0.198774368;0.994547665;-122.2031326;-25.02456093;-16.14634705
-0.073690653;-0.053466871;0.581845641;79.99608612;22.54566002;153.4450226
0.161829367;-0.752880335;0.003581086;17.62238693;-0.125735357;76.52950287
-0.266672254;0.020398729;0.606615007;-31.23809242;16.02499199;-82.26499176
0.07824944;-0.108495705;0.760861516;98.21418762;7.552052975;-163.4623566
0.256780595;0.080601163;1.420740366;152.9139404;-26.42447853;-63.61945724
0.116091937;-0.296589643;0.2094751;-170.0726013;-81.21981812;142.3546753
-0.65946418;-0.0642398;0.29258427;80.04076385;-37.78895569;-83.02799988
0.244041651;-0.204913229;-0.318129689;125.1752625;-17.7466774;29.93252182
1.007694006;-0.611229002;0.716164708;13.10153008;-44.47982407;-168.4387207
-0.279972702;-0.782490492;1.550020695;176.0046234;10.44595814;-97.87822723
-0.214431629;0.10978137;1.320151687;53.30714417;-84.40756226;-153.2593842
-0.136045307;0.113805532;0.830456018;-30.46522903;-30.85362434;55.060215
0.424237311;0.4538984;0.316816717;145.5279541;13.84706402;-13.55908394
0.617743492;-0.776788712;0.199033201;-109.6221771;21.81419563;132.1538544
0.083209977;0.080456533;0.645936608;30.92892647;14.53768921;-122.9904785
0.203041777;0.172516838;0.702373862;117.9825058;-4.763369083;81.53343964
-0.276127458;0.047315121;0.871092141;-136.8942261;21.22737694;-144.1988525
-0.19287008;0.272940904;0.984568;141.0513916;-11.56588745;-117.8497391
-0.905652881;-0.227241248;0.690677881;127.9131622;9.487928391;-103.1924057
-0.085846871;0.153788939;0.425299942;6.189276218;63.70027161;-22.23080826
-0.063747115;-0.156553581;1.064276576;49.15350342;0.540436506;-113.2196121
-0.165425584;-0.135245979;0.823335528;173.0480194;35.59788132;124.3100281
0.523621678;-0.833041489;1.40055263;104.5098572;31.17287064;78.3045578
0.154255927;-0.225777641;0.538523316;150.1513062;-45.63761902;-0.317185074
0.574980617;-0.274591714;-0.019935617;173.2707062;40.48606491;-74.00392151
-0.254359186;-0.385585159;1.869366288;144.5010681;-10.27836037;162.853775
-0.192658722;-0.086421885;1.598092437;-38.23352814;6.346591949;-144.954361
-0.195164084;-0.161894679;0.731242895;96.89450836;-29.42535591;122.8298721
0.462588906;0.504565954;0.943783522;-76.71914673;-34.77402878;98.4409256
0.134303719;0.267389387;1.472185612;2.406248569;-26.88007927;-20.76815033
-0.069879562;-0.045859233;0.983510375;151.1386871;-4.657678127;179.9709015
-0.587140977;-0.359285504;1.526844263;21.47465515;24.00139046;-37.12975693
0.195341289;-0.969745457;1.566829205;-46.09447861;36.25609207;-50.56567001
-0.061187409;-0.03604053;1.184007764;29.12953758;-22.63277435;-19.57304955
-0.098268405;0.076883279;0.82151413;-167.4074402;45.28140259;58.04035187
-0.043589443;0.105534673;0.785117507;-32.79140854;19.01712799;-33.1954155
0.083357833;-0.12795645;0.980687022;-44.55105591;-11.89827156;-153.3868408
0.76564604;-0.633661866;0.916419506;-94.81285095;-25.54426765;160.7214966
-0.126702324;0.154425621;0.912083507;151.6387634;-0.921046317;-88.84745789
-0.122726619;-0.078468263;0.781381428;-77.91859436;70.34281921;-48.20442963
0.140520632;-0.571204305;1.279548168;-132.0358276;51.22790146;-44.08720016
0.191522896;0.199589759;0.089821711;109.5023727;33.67844772;2.485163212
-0.207904816;0.061152838;0.768785179;127.3229218;9.566074371;-117.7906113
-0.244268298;-0.016902991;0.979707658;-4.50679636;-27.89527702;-124.9965057
-0.064036362;0.087119371;0.992691159;74.75935364;62.75258255;119.8063965
-0.251182854;0.013821162;0.693011582;-103.6432953;-69.14498138;107.9919128
-0.095948383;-0.060270149;0.839751244;-62.83383942;11.2869997;179.3866882
-0.09081319;-0.027098978;0.566882372;-36.54460526;48.09003067;90.11200714
0.239755675;-0.077952467;0.872348249;103.2019806;50.1831131;-79.53089905
0.294075429;0.15175496;0.752850473;168.5540924;10.90715599;51.78609467
0.088512607;-0.024055682;1.08388555;-159.0470734;-34.55712128;167.6686096
0.346970916;-0.731814384;1.113139749;-15.25698948;-6.362504005;-116.2437973
-0.111410178;0.037445292;1.476537228;155.4339142;12.14964581;21.89027214
-0.290699661;0.19412744;0.758647859;35.8674469;-5.169440269;119.8098221
-0.083904698;0.138918012;1.054697633;42.28030014;33.39426041;89.01287079
-1.273999691;-0.161127999;0.908820868;18.77033424;38.69569016;1.14496994
0.009149253;0.242291003;1.068628311;-143.7605591;-15.53783321;-44.77959824
-0.450376153;-0.361679137;0.789378405;-145.6804504;47.8408432;-63.54510117
-0.142270014;0.177758887;0.822330654;-14.01781654;58.59401321;-162.5521545
-0.057695407;0.135139793;0.546769857;177.8262939;2.625136137;-78.04808807
-0.79903394;-0.11234621;0.396659881;14.42852211;-36.72187424;162.8265228
-0.262533665;0.084086925;0.698306739;-24.76604652;-32.94052887;-83.69165039
0.445818812;0.939104199;1.110141993;112.8878403;-42.65637589;-136.5181885
0.321963668;0.008810505;0.737658083;49.57931137;-45.02009201;79.82189178
0.145149931;-0.084985197;0.896558166;-85.6346283;-15.67754364;143.3513489
0.059458651;0.147262484;0.965098262;-60.1455307;74.00697327;101.1265182
-0.175187185;-0.264020443;0.899124086;56.02769089;16.2248745;20.20591354
-0.243251741;-0.05009057;0.703962505;-90.28554535;34.59124756;78.81561279
0.692053378;0.514434814;0.216205418;139.4324341;-7.964734077;12.5708828
0.257482588;0.256257951;2.045966864;85.70346832;11.81508636;-89.4872818
-0.344381392;0.700927734;1.789242029;-61.11900711;32.45382309;71.5372467
-0.679064155;-0.640775681;0.774488747;149.1466675;1.526971817;17.38899803
-0.712793469;0.854998887;1.440728188;164.1401672;-56.44924545;52.15932465
0.141970381;0.164700568;0.823281169;109.5694199;-34.20025253;73.0963974
0.546529174;-0.278458595;1.75700891;110.0685196;51.79580307;31.2296772
0.129820928;-0.108221658;0.904734373;-78.31622314;4.731775284;5.023841381
0.091304339;-0.232294649;1.069529295;2.143723726;37.95775604;168.1766815
-0.086639345;-0.327501178;-0.141401261;-60.25710297;-8.985074997;139.8350677
-0.12635462;-0.029572092;0.616084158;156.0637512;-34.98493195;-97.89736938
-0.07997337;0.248284921;0.833582878;-112.5307388;-13.63302708;62.94043732
-0.051970437;-0.098438293;0.549309313;134.629715;-16.60786057;-116.0941467
-0.101104647;-0.007774271;0.76157248;179.1447906;8.27278614;-74.99063873
0.484732091;-0.552787066;0.143172696;84.94594574;-25.94167709;92.35237885
0.014651954;-0.583421707;1.868059278;-25.73635292;-33.21949387;-132.4337616
-0.102143727;0.253901929;1.71962142;6.580226898;42.37890244;149.2845306
-0.714718819;-0.777946234;0.222901538;173.0360718;43.71067429;-157.7236481
-0.151435018;-0.169111386;0.419400871;138.7090454;-10.37273502;109.6404953
0.181858242;-0.021116866;0.823718667;152.6833191;38.91755676;-144.0494843
-0.037114993;0.161937863;0.591261983;175.9698639;-1.217172742;-80.9755249
-0.211527526;-0.202159688;0.967904508;-118.8265076;-10.42479992;-83.2571106
-0.172904015;-0.127601758;0.59621191;-97.64201355;-53.79454422;-21.53960991
0.123210356;0.131334081;1.082172275;16.76090431;-7.328221798;67.08995056
0.050481774;-0.467159748;0.21399112;173.558197;3.516832352;-158.8499756
-0.017563105;0.740441203;0.469639003;116.606369;-5.406966686;-42.39189529
0.116222307;-0.227936625;0.904878199;78.43822479;16.77635002;-103.2008743
0.231012419;0.353913158;1.379434824;-84.66740417;-72.43637848;-84.39930725
-0.076789424;0.04695328;0.83292675;57.77323151;-20.47675514;-49.52373123
0.120678656;0.199192077;0.817775369;-46.22576141;-0.649988413;96.22904968
-0.038832277;-0.288075328;1.020364285;164.7224274;4.333983421;-167.4583435
-0.830940008;0.112337954;1.706114411;-69.78620148;-62.14105988;165.955246
-0.075416982;-0.126965344;0.787073135;-99.78302765;-18.67622566;86.83123016
-0.22445403;0.412379831;1.198051453;-63.8998909;-8.247011185;37.07612228
0.206211403;0.045735002;0.746383786;22.06063461;-12.78219986;-123.8068924
0.179294229;0.048973635;1.027694345;-102.79599;33.23867798;-14.25299931
0.027545027;-0.187802806;0.991876841;-58.6873436;26.55253601;-18.20287895
-0.158243477;0.062411517;0.388586104;-140.8658142;-44.82511902;124.9939117
0.051989373;0.14306429;0.884552002;-0.249486983;-55.900383;-115.3523026
0.060811006;0.098046482;0.655064702;100.6797485;-6.463665962;51.51032257
0.045149218;0.226799726;0.997070134;106.0289078;-72.85250854;69.04608154
-0.483002037;0.266330868;0.791227102;119.5083771;6.409128189;52.59791565
0.003982283;0.13954711;0.655191302;-61.62204742;-22.59039116;62.28301239
-0.208772957;0.143905938;0.911161304;-18.42683983;30.47519112;83.09095001
0.102333322;-0.09609697;1.122908592;161.9115448;64.03871918;15.30757236
0.174048617;-0.258355916;0.658341885;110.4852982;26.79117584;12.90656185
0.176622361;0.92483151;0.591465712;-85.25267029;-48.67267227;-64.77552795
0.047002845;-0.227892548;1.261121869;-10.03663063;45.13775253;161.5407867
-0.45320639;-0.229717761;1.255822182;53.52330399;-26.72294617;144.3843231
0.048872788;-0.076612346;0.804163933;150.150116;43.10826874;-50.93199539
-0.633491158;0.161768705;1.009318352;95.82682037;-19.65410233;104.040184
-0.024073826;0.262119323;0.88461107;122.9114532;26.08734322;-163.3955383
0.130039662;-0.075300626;1.927369356;47.12849808;39.18284988;-59.61214828
-0.083267361;0.159427866;0.884567082;110.8873215;-82.1993866;-70.02133942
0.446133673;0.215607598;-0.268112242;-139.8124542;-9.461340904;75.66379547
0.199909419;0.174983263;0.792248011;-171.0412903;8.631790161;48.54098511
0.131239057;0.321085423;0.866876364;-118.4500122;-24.86205673;-80.0644989
0.139200345;-0.15826562;0.800347805;-173.7987061;-1.588083863;-156.1149902
-0.086713292;-0.161118001;0.816770673;170.7417755;-64.4404068;-5.06401968
-0.101488888;-0.132917926;0.740457296;140.47258;-0.310168952;97.04279327
-0.229636893;0.146144152;0.899633467;-77.04085541;26.96225548;-63.21713638
0.019215327;0.199569583;1.077806354;88.0796051;-9.563197136;-116.3537598
-0.241881594;-0.094865881;1.318597198;115.7340469;48.64661026;106.6483917
-0.187293261;-0.103441313;1.061180711;108.8747253;-37.46538544;131.8528442
0.180384159;-0.10719502;0.667239904;-121.4977951;20.47993851;-124.0093384
0.146395385;-0.00100933;1.00667429;-42.44578552;34.32026291;41.89549637
0.182761207;-0.067417182;0.576576293;171.5906219;-52.06285477;167.7265167
0.157483488;-0.079268351;0.868443489;5.658302784;61.33751678;-15.69800091
0.441735864;0.045829959;0.92955035;162.8709869;24.03770828;-116.3434906
-0.038616884;-0.239755318;1.546770573;-45.71178055;-29.31674004;-31.196455
-0.072252735;-0.059521407;0.712498367;16.72758484;-53.79475784;-170.3834076
0.264263511;-0.090241261;1.027551651;49.28142166;-1.787970901;-138.3243408
0.078598633;0.018707044;0.779959202;-171.8102722;-0.112321459;160.0781403
0.076629013;-1.108438253;0.847267807;-104.2472153;15.01076508;96.90029907
0.019657612;-0.272352397;1.926959038;49.56300735;1.507504463;81.46276093
-0.219559684;-0.234682813;1.450166941;-96.26125336;-5.37720871;164.8986664
0.276066452;-0.291166842;1.764195323;117.2474518;-29.88404846;110.2808609
0.308194607;0.11606659;0.778651476;-100.4559631;5.569944859;136.0040131
0.069232725;0.163484424;0.610191762;-39.9939003;14.37787628;119.1013794
0.112027109;-0.170496151;0.624126911;-9.837644577;2.325386763;39.10731888
0.063520148;0.224323854;0.590914309;-95.91856384;-22.1004715;126.6422424
-0.122721046;-0.224426717;0.977006674;108.9725113;-71.55392456;38.70363998
-0.387055397;-0.100403063;0.523589015;-175.8115692;-16.36117363;-133.4295502
-0.156374142;0.066310249;0.973496735;-27.24738121;-53.61896515;151.1173248
0.68322438;0.752533853;0.99180758;-81.17372131;55.3759346;-116.217865
-0.686671317;-0.368267715;0.767685771;-131.5371857;48.67288589;39.32754517
-0.041199751;1.189548492;1.13426733;-108.1442261;28.70285606;92.49086761
0.525764227;0.672991514;1.192564607;148.9488831;59.23057556;-99.46266174
-1.079167604;0.327680022;1.147779584;-29.94608307;34.19221878;62.50827789
0.029359521;-0.116716295;0.643278241;44.45072556;50.05954742;116.6386108
0.890154839;-0.15304783;1.342610598;-118.78685;47.10756302;-163.5263672
-0.055347312;0.117640756;0.568562567;128.0524597;-19.71630287;39.7123642
0.094492532;0.32536447;0.765919328;3.868185759;18.16840363;-125.9890289
-0.143053517;-0.040589109;0.848164201;-131.5798035;74.26161194;130.9332428
-0.255015075;-0.16968894;0.748549402;22.45396614;-38.90229034;-147.8414459
-0.10918045;0.147343606;0.583352149;-175.8978271;-1.260783434;-119.4724121
-0.091938913;0.032881044;0.860816121;-18.70769691;83.56102753;-19.57940865
0.184511408;-0.192399472;1.010636568;19.15265846;76.37110138;-151.9965973
0.046170019;-0.220564246;0.643448114;-70.25868225;-32.18807983;-126.6705856
0.231003657;-0.226791024;1.137695909;55.10712814;23.04504013;63.19296646
-0.324691206;0.109599836;0.719556391;-128.4933929;-9.018584251;-148.5631409
0.248224556;-0.240195572;1.775060177;166.2027283;-53.93460846;-17.64664841
-0.170891911;0.013397336;0.853880167;-134.1042938;-12.07521629;179.3677521
-0.093187742;0.035212591;1.052483559;103.9543457;53.53169632;40.86795425
0.089331001;0.149743155;0.651479602;17.35392761;-14.34275818;52.35136795
-0.682712674;0.289229214;-0.139554173;-2.706009626;7.773272514;-69.09340668
0.202692062;0.009217229;0.809060633;-157.6822205;46.48089981;162.5486755
0.836684227;0.341121346;1.06547308;99.79000092;-21.32197762;-9.707068443
-0.129523233;-0.299888551;0.834552407;179.7428284;45.23059082;-178.7143555
1.04849577;0.06073517;1.450116992;-38.93915939;8.915112495;-77.21785736
-0.108430557;0.236284778;0.719704866;3.470798492;21.79132843;5.996193886
0.192065492;-0.03902483;0.69924432;34.55093765;-67.31959534;-136.865387
-0.148466498;0.179987609;0.621463358;-175.3160095;-13.25701809;-175.5381927
0.469971657;-0.196285024;0.16039148;19.07757378;-3.120225191;123.7467194
0.093150169;-0.127405956;0.83870244;132.2142181;39.51503754;60.05426788
-0.097788796;-0.132336214;0.946269989;110.2732849;-3.229965448;-5.702401638
0.173849598;0.228385776;1.058458447;-25.75810242;-37.50090408;50.25785446
-0.143887416;0.173203543;0.97328198;171.6044922;-40.61755371;-179.0814209
-0.062314268;-0.14210555;0.502113044;-126.0312119;17.47014809;-1.763394952
-0.196102679;0.035377882;1.003122687;-129.8178711;-17.96844101;142.7080536
-0.045405574;-0.114469573;0.96138525;-77.03375244;33.8486824;-93.43167114
0.034500904;-0.232483938;0.888856113;-120.9193039;22.56410599;115.6342392
-0.06770283;0.057540804;-0.31825006;-67.66323853;66.34729767;16.46266747
-0.107833147;0.082063623;0.836425066;-170.0236969;-18.31315994;33.18447876
0.201022029;-0.063291699;0.981247902;33.1924057;10.47965527;61.67297363
0.107283853;-0.120696656;1.442264318;-80.54588318;-33.66005325;124.0319901
0.066525802;0.288529754;0.669096351;178.0104675;45.72443008;151.75177
0.06335941;0.156242728;0.985666394;147.1092987;5.225990772;88.53216553
0.049769223;0.123527974;0.807185113;-108.2604828;-8.061558723;-64.03730774
0.309523791;-0.002344158;0.96545279;164.9655609;-15.24657536;126.1439667
0.096250504;-0.087262586;0.87119472;66.02349091;-18.03346443;125.1031418
0.405327022;-0.751701593;0.827580094;-172.5015564;44.58645248;160.8226776
0.123308644;-0.094189622;0.994369388;130.3059235;5.037159443;-115.4473572
-0.275142014;-0.587884903;0.413858414;-61.48093796;61.90170288;15.50628281
0.08871334;-0.043120667;0.893494785;-137.2526703;2.865269899;-173.5938568
0.205929786;-0.174505055;0.728615642;26.79734612;16.71200943;-165.0789032
0.139921963;-0.205260158;0.993661523;-8.447023392;-28.1794529;-146.4212036
-0.496669054;0.249997988;1.983198047;150.0474854;-0.339263439;83.00811005
-0.254833311;-0.016992081;0.601231098;99.51565552;-13.51820087;-57.28363037
-0.096545525;0.03480427;0.769372046;-104.2633133;6.260844231;-150.6047516
-0.120822251;0.035809163;0.852408588;-133.2611237;76.1039505;111.9212646
-0.26868099;0.055429686;1.501735687;-9.558115959;11.5074482;-133.9167023
-0.843919992;-0.256430626;0.596646249;-128.8265381;55.09264755;13.33619213
0.049070582;0.288658142;-0.329720378;92.2063446;3.123397589;-118.9000549
-0.276578158;0.037181482;0.837381005;-22.74972534;-5.295293331;-97.0311203
-0.054237276;-0.173849881;1.120629787;-102.9395447;-6.363833904;-82.23500824
-0.225960612;0.217933431;1.002250791;-3.903982401;-6.125058174;-27.20893097
-0.452262461;0.42411375;-0.026215363;32.37533188;-21.71714401;-143.1020355
-0.43877393;-0.139939636;0.041813519;-12.41356564;7.692109585;-89.20537567
0.13118048;-0.446804762;0.519911885;-10.55957413;53.66056061;18.03068161
-0.069811001;-0.014467068;0.697282255;-39.57423401;-4.435379028;-68.50119019
0.082198009;-0.267295539;0.08572375;135.7254944;6.92634201;132.882019
-0.077078387;0.014645396;0.795750618;-149.3547668;38.12104416;117.7933578
0.28248024;-0.046717793;0.922496438;149.0272217;-73.02703094;-66.20937347
0.038419619;0.189946547;1.088770986;21.29065514;15.85215569;-80.17054749
-0.376557976;0.199281201;0.089973271;47.47650528;27.6494236;75.83460236
-0.003524385;-0.233573079;0.715058744;84.72372437;59.59705353;121.9994202
-0.14950043;0.036914483;-0.402699858;73.93074799;12.31251049;-61.89204025
0.861475766;0.500347972;1.179785609;33.52953339;-63.74566269;25.55298615
-0.208117351;0.072196335;0.992883146;-166.5891266;16.52337456;87.43060303
-0.253690481;0.070638426;0.655712187;-99.45755768;51.82987976;-176.1262207
0.014881739;0.169195339;0.771317542;-140.5267639;40.1817894;143.7019958
0.0933422;0.014006861;0.870440662;166.2025452;-56.11491394;-62.48511124
-0.123776659;0.067578875;0.571029186;-8.334472656;-73.4622345;127.5306396
-0.381201029;-0.503441155;0.678361416;-161.1729584;-28.49534607;99.5344162
-0.113300368;0.146202728;0.934346199;-159.0249176;20.50382614;-86.17475128
-0.18041195;-0.086895548;1.064513445;55.96029282;-17.24314117;127.5189056
-0.141685843;0.005832706;1.088036418;143.4131775;-2.363945007;-30.69633484
0.219878972;0.362117767;-0.253345519;43.13531494;3.348362684;49.09021378
0.232469365;-0.011725552;0.847227931;-56.41293335;21.47210693;26.80071068
0.141181767;-0.015465476;0.839998007;-105.5161896;-10.70548344;-74.26469421
0.044378653;0.133505493;0.745709658;134.9260101;15.82705784;111.592308
-0.663379908;0.322859228;1.745692015;-26.72801971;-45.72795105;174.5380249
0.996738195;0.181798071;0.972833455;-118.8900604;-65.50202179;-7.631141663
-0.199749529;-0.016082324;0.829595506;159.5253754;15.98140621;-147.0444031
0.085112385;-0.143855572;0.68522054;100.6457825;-14.0265522;-95.99570465
0.149913982;-0.221421808;0.857449055;-81.70448303;-16.36701775;-141.6803894
-0.935098052;-0.223964036;0.903123021;3.109773636;-10.85916042;85.34120941
0.021038748;0.273049891;0.711472452;-5.613117218;59.17473602;-101.4933701
-0.148942679;-0.000924077;1.121287227;72.48456573;-36.97764587;75.75802612
-0.093340188;0.122676462;0.547823429;-31.79441833;-39.35551453;-35.0069809
-0.091251828;-0.010175433;1.573887467;-14.25461578;-44.50452042;-37.03074646
0.227414474;-0.02045582;1.007844687;-137.4709167;-19.72865105;-131.923584
-0.14822422;-0.105471179;0.941510081;158.0579987;-67.70368958;-144.4227753
-0.839920819;-0.295532078;0.199765623;103.42379;30.0095768;59.07017517
-0.22431463;-0.099721164;1.852056265;168.6455231;4.667473793;121.5052795
-0.156574875;0.030860029;0.24279964;112.5351639;-30.59982872;115.0770798
0.164823934;0.191038802;0.858029127;173.9389191;-51.44727325;-61.11885452
0.160155445;-0.185641289;0.838216305;97.29738617;-41.27773285;109.3767166
0.085554853;0.193124548;1.425544024;104.9944992;-38.91819763;-144.7700806
-0.100371212;-0.313125312;0.910068572;15.60361481;45.12437057;146.4933319
0.110550404;-0.150895804;0.798921168;-76.51088715;-16.0295639;48.72734833
-0.068614632;-0.240966812;0.922681868;107.1134338;55.4570694;32.157341
0.144420937;0.187486157;0.843406141;175.9821625;-35.69024658;-1.081694365
0.249453962;0.016307522;0.826757669;129.7835846;13.20600796;30.56503868
0.139073595;-0.023365881;0.671627998;-152.3959961;6.283053875;-113.469696
0.362368315;0.155856043;0.528558969;28.67110634;24.71520424;179.5647278
0.548746467;-0.730911136;1.197734356;66.15171051;-7.113434792;54.07966614
-0.397224516;-0.307882309;1.821977496;126.8427734;47.09739685;24.47576714
-0.263226092;-0.126334667;0.745957911;11.25039864;60.60374069;151.57724
-0.292198777;0.060636826;1.097158194;97.26911926;22.80640221;-131.1336212
0.057610758;0.874676466;0.215692252;77.70024872;-20.03734779;152.0121307
0.185293198;-0.056463011;0.941928744;2.355876207;-77.62493896;-24.24134445
-0.132170111;-0.064940877;1.633970976;-42.20131302;44.80600739;-102.5693283
0.368282288;-0.141395912;0.512307286;-59.28736877;-68.66106415;177.9170532
0.169760674;-0.020107049;1.07088697;120.8509064;-4.007008076;-143.5830688
-0.118151248;0.019112887;0.581753135;-96.08618927;-54.82678986;-36.76476669
-0.244028136;0.322100103;1.692540169;-154.5429535;-8.439151764;-41.64346695
0.354242712;0.559832156;1.244837523;136.6938477;-35.96173096;-31.89536476
-0.304558873;0.002546202;0.731382549;141.9766083;26.10969925;-73.08763885
0.463287413;-0.367527097;-0.128486991;72.03137207;-18.26903534;70.66287231
0.568655252;0.204259947;-0.019254666;128.3857117;-38.63379669;6.31664753
-0.343625218;-0.084692679;-0.016361758;163.0771027;-5.165394783;-129.6320648
-0.218176708;0.057718754;0.951734364;-34.59862518;60.65675735;43.54280853
0.963241816;0.141046822;0.916423082;5.053994656;-21.36573982;-9.376113892
0.459035635;-0.536532938;-0.079080254;58.82730103;40.84178543;110.8429794
-0.502108395;0.004108369;1.014558315;-144.3966217;4.340200424;174.8021698
0.100269318;6.68056E-05;0.85326618;-30.88068199;18.33952332;101.6344299
-0.04182788;-1.118522167;0.551071823;114.5956573;-11.5513258;-81.58679199
0.097411565;-0.191967383;0.776254296;73.93140411;-2.836451769;91.33016968
0.104867473;0.153674453;0.708947718;48.74944305;-18.16616821;77.91812134
-0.021839814;-0.243810266;0.678575039;163.2837524;-15.83333778;162.8699951
0.231212616;-0.03157286;0.770790458;-57.14421844;-39.10656738;170.1482239
0.063574731;0.219675317;0.586121023;144.4839325;40.79463577;45.88215256
0.199626312;-0.004829705;0.640663326;130.4488525;30.49150085;-104.845993
-0.301997393;0.067628831;0.770552158;78.35464478;52.776474;66.30758667
-1.085543394;0.17161949;1.005405664;-170.7657471;17.9271183;49.7296257
-0.006941028;-0.108438134;0.926810563;7.162405968;-59.52025604;-155.2408295
0.012875933;0.135037899;1.754232526;77.17893982;-49.36946487;-53.51006317
-0.634808898;0.6565575;1.375700355;-168.5337067;-37.73729706;-166.8071442
0.307635039;0.886736691;0.315449417;168.3564453;-52.58058548;-129.3610992
0.068722218;-0.014109798;0.940048516;-0.421301812;38.86655426;-111.1082001
0.582731843;-0.128409922;0.768377483;-32.2735405;3.010949373;-160.7907715
-0.946061492;0.762057483;0.376564294;-107.3775787;6.067142487;-29.55894089
0.002475719;-0.122395091;0.561587036;3.588443041;-2.633473873;-146.7545319
0.278017819;0.194134921;1.100958228;111.4463806;-33.31619644;-23.05845642
0.072372541;-0.236937433;0.901336491;53.56037903;81.85806274;22.5219059
-0.077951811;0.087061681;0.655686975;-178.5748138;-72.34886932;-61.30205536
-0.109491162;-0.109017976;1.114999771;43.62943649;-60.7264328;39.43073654
0.333145887;-0.056395657;0.100454912;105.4101563;48.29666901;-105.0316162
-0.196179375;-0.153840616;0.90284276;-70.51655579;5.935623646;5.676025867
0.169947326;0.072595216;0.568934619;-148.275528;-78.29353333;-136.581131
-0.851891577;-0.306851327;0.143092126;-27.53639984;-0.122002639;99.42977142
-0.207148105;-0.020856667;0.947100639;-172.1668396;-1.768083334;20.01628494
0.31694448;1.15926528;0.944675565;81.72340393;13.56320286;122.6139069
0.63840282;0.307006836;0.544460535;3.76062274;24.10894775;-103.5870667
0.142946303;-0.163596094;1.029869914;-44.92754364;33.88338852;1.882269025
-0.586768448;-0.361667842;-0.064747967;65.3901062;-64.96534729;32.65060806
-0.247801647;0.097693883;0.907347798;41.8861618;58.60230637;140.2723236
0.02216915;-0.239439532;0.569509864;-11.05191803;-22.31641579;-137.1185303
0.318451047;-0.106908657;1.717623234;-109.6082611;51.84846878;109.8336182
-0.075889975;-0.2501598;0.045335039;17.16921806;-31.36973381;-61.45776367
-0.119527623;0.469637722;0.524982095;-74.17713928;56.89984512;22.8908596
-0.350838989;0.068331212;0.843464196;-101.9667053;10.30322552;118.8478699
0.120656401;0.041906476;0.683408976;-47.58209991;-71.12138367;89.77999878
-0.074419141;0.208851486;0.952714443;72.6676178;-36.58879089;-85.24977875
0.016105425;-0.686645567;0.431486487;-59.18214798;35.00926208;-83.54035187
-0.092316657;0.332484156;0.74064374;-163.5220642;-30.76326752;93.49748993
-0.091185004;0.184145167;0.833253503;-12.46945;-6.921356201;-75.69792938
-0.105031438;0.2707057;0.46437484;-45.90252304;2.813700199;117.4714813
-0.0144917;0.216757566;0.883582711;40.14306641;22.11214638;113.8583603
-0.032585144;-0.236199111;1.748244882;1.93453598;-31.28484154;100.8503952
0.909433663;0.574368834;0.554456115;97.22966766;53.65883255;30.88655853
0.008351996;0.14742586;0.807088614;75.53610992;-26.97981834;-8.761301994
-0.275217831;-0.111105286;0.952540278;-79.60569;14.90052032;105.2045517
0.141314864;-0.332881093;1.188755512;-3.738999605;14.15238857;129.2023468
-0.539788961;-0.415136635;1.598905444;17.17507362;12.63712978;102.5887527
-0.241896838;0.173200801;0.693415642;147.2332764;38.62450027;-18.57928276
-0.756699741;-0.531907082;1.266085863;-68.56921387;-21.44178772;-91.22055817
-0.027020019;-0.071839496;0.741452813;116.4774323;47.52717972;112.31147
-0.741183281;0.285543263;1.01311183;-27.91945648;34.01519012;-118.6996002
-0.257860065;0.009714479;1.067683935;58.47045517;-30.42000198;159.2902832
0.728732407;0.804010987;0.669743896;48.64091873;-7.847062588;-93.8316803
0.081452861;-0.175002888;1.118496895;-88.08753967;-42.33325958;13.58065987
0.145513088;0.025002629;0.210035324;-142.0259247;6.786190033;71.68211365
0.169588029;-0.113602713;1.089833617;169.2629547;37.77415085;-169.9502258
0.233065546;-0.181389898;0.9182989;123.315567;49.63343048;47.00395584
0.837735474;0.211017489;1.448658347;157.1651154;-32.42450714;-130.9386292
-0.120541267;-0.216430396;0.906561613;111.127739;84.66590118;-149.8421478
-0.161049098;0.107172765;-0.391577482;-51.5316124;7.472555637;113.8617706
-0.210788295;0.095928989;0.124673292;33.69006348;-36.6604538;-121.1996994
-0.615380943;-0.099772386;-0.109204158;-65.70109558;23.28518295;44.4990921
0.211250216;-0.100395575;0.023212479;-178.5558319;27.85544777;140.5131531
0.120770298;0.13332957;0.845808089;-118.8262863;-52.92886734;124.4953995
0.467036694;-1.225313902;1.079493999;153.5743866;-48.99218369;-48.62030411
0.247634828;-0.846879065;1.242922306;-177.4874725;-41.25769043;-29.50149918
-0.085335508;0.224921733;1.22721374;-72.96613312;28.78402138;33.99212265
0.250885606;-0.049379371;0.564341664;62.91265488;38.04441833;26.42489624
-0.13007313;0.107464358;0.651143789;126.6688614;-58.87598419;-57.81720352
0.140776604;-0.40259704;0.798121691;2.352921724;-8.734752655;51.31781769
0.080461696;-0.051987078;1.070044875;-49.56345749;38.23869324;-86.68374634
0.46353066;-0.637343824;-0.063087508;154.3493042;20.2398262;91.86431885
-0.209768847;0.110589013;0.808645129;-173.7499237;47.99784088;81.50485992
0.088289149;0.247994587;0.985779524;127.6197739;-23.24320793;122.6648407
